timestamp_millis,kpi,kpi_label
1583146500000,622.345,0
1583146560000,695.88,0
1583146620000,607.865,0
1583146680000,701.905,0
1583146740000,832.539,0
1583146800000,1085.461,0
1583146860000,1514.899,0
1583146920000,1434.61,0
1583146980000,1321.889,0
1583147040000,1269.767,0
1583147100000,1105.665,0
1583147160000,1208.046,0
1583147220000,1180.126,0
1583147280000,949.993,0
1583147340000,1010.147,0
1583147400000,916.67,0
1583147460000,1030.969,0
1583147520000,1422.919,0
1583147580000,1380.652,0
1583147640000,1206.832,0
1583147700000,812.2669999999998,0
1583147760000,824.0139999999999,0
1583147820000,829.703,0
1583147880000,780.8860000000002,0
1583147940000,819.783,0
1583148000000,722.2589999999999,0
1583148060000,781.498,0
1583148120000,771.0880000000002,0
1583148180000,835.159,0
1583148240000,941.731,0
1583148300000,782.747,0
1583148360000,724.427,0
1583148420000,676.5160000000002,0
1583148480000,672.3710000000002,0
1583148540000,652.414,0
1583148600000,633.786,0
1583148660000,702.2710000000002,0
1583148720000,761.444,0
1583148780000,620.692,0
1583148840000,695.768,0
1583148900000,808.873,0
1583148960000,477.383,0
1583149020000,526.453,0
1583149080000,532.582,0
1583149140000,640.115,0
1583149200000,538.5509999999998,0
1583149260000,570.113,0
1583149320000,546.515,0
1583149380000,522.774,0
1583149440000,598.861,0
1583149500000,730.475,0
1583149560000,779.425,0
1583149620000,511.9380000000001,0
1583149680000,599.366,0
1583149740000,612.654,0
1583149800000,645.494,0
1583149860000,578.444,0
1583149920000,541.226,0
1583149980000,565.1469999999998,0
1583150040000,539.405,0
1583150100000,538.161,0
1583150160000,705.87,0
1583150220000,599.061,0
1583150280000,616.035,0
1583150340000,773.299,0
1583150400000,860.324,0
1583150460000,1050.727,0
1583150520000,1033.256,0
1583150580000,1030.625,0
1583150640000,836.352,0
1583150700000,775.497,0
1583150760000,839.451,0
1583150820000,989.512,0
1583150880000,804.1110000000001,0
1583150940000,820.56,0
1583151000000,737.89,0
1583151060000,610.654,0
1583151120000,692.8910000000002,0
1583151180000,618.947,0
1583151240000,688.498,0
1583151300000,707.857,0
1583151360000,689.252,0
1583151420000,877.0089999999999,0
1583151480000,800.436,0
1583151540000,762.2710000000002,0
1583151600000,786.612,0
1583151660000,680.183,0
1583151720000,656.1460000000002,0
1583151780000,675.752,0
1583151840000,772.7,0
1583151900000,801.4810000000001,0
1583151960000,853.633,0
1583152020000,953.332,0
1583152080000,796.323,0
1583152140000,909.042,0
1583152200000,733.181,0
1583152260000,836.85,0
1583152320000,965.649,0
1583152380000,871.3589999999998,0
1583152440000,787.303,0
1583152500000,785.9780000000002,0
1583152560000,804.925,0
1583152620000,708.666,0
1583152680000,838.573,0
1583152740000,858.1039999999998,0
1583152800000,1101.775,0
1583152860000,978.395,0
1583152920000,917.556,0
1583152980000,767.0260000000002,0
1583153040000,819.1669999999998,0
1583153100000,684.0110000000002,0
1583153160000,810.6030000000002,0
1583153220000,717.206,0
1583153280000,697.8789999999998,0
1583153340000,708.471,0
1583153400000,851.664,0
1583153460000,830.672,0
1583153520000,738.5419999999998,0
1583153580000,740.679,0
1583153640000,715.2510000000002,0
1583153700000,729.666,0
1583153760000,875.96,0
1583153820000,914.643,0
1583153880000,804.745,0
1583153940000,845.447,0
1583154000000,1193.931,0
1583154060000,1633.8729999999996,0
1583154120000,1409.747,0
1583154180000,1305.058,0
1583154240000,1116.29,0
1583154300000,1095.052,0
1583154360000,1335.5410000000004,0
1583154420000,1377.6,0
1583154480000,1168.704,0
1583154540000,989.749,0
1583154600000,971.708,0
1583154660000,1289.998,0
1583154720000,1374.043,0
1583154780000,1207.027,0
1583154840000,1099.373,0
1583154900000,1126.401,0
1583154960000,1141.715,0
1583155020000,1206.346,0
1583155080000,1201.85,0
1583155140000,1230.046,0
1583155200000,1156.543,0
1583155260000,1246.186,0
1583155320000,1318.221,0
1583155380000,1297.248,0
1583155440000,1137.461,0
1583155500000,1142.116,0
1583155560000,1159.297,0
1583155620000,1271.675,0
1583155680000,1437.031,0
1583155740000,1194.48,0
1583155800000,1084.332,0
1583155860000,1174.633,0
1583155920000,1247.856,0
1583155980000,1331.004,0
1583156040000,1207.282,0
1583156100000,1145.089,0
1583156160000,1112.214,0
1583156220000,1094.763,0
1583156280000,1167.932,0
1583156340000,1202.236,0
1583156400000,1238.643,0
1583156460000,1384.22,0
1583156520000,1296.981,0
1583156580000,1296.882,0
1583156640000,1411.6070000000002,0
1583156700000,1080.641,0
1583156760000,1226.122,0
1583156820000,1257.868,0
1583156880000,1098.363,0
1583156940000,1180.698,0
1583157000000,1196.005,0
1583157060000,1225.946,0
1583157120000,1354.713,0
1583157180000,1498.98,0
1583157240000,1414.081,0
1583157300000,1360.743,0
1583157360000,1336.31,0
1583157420000,1361.374,0
1583157480000,1563.554,0
1583157540000,1451.001,0
1583157600000,1662.88,0
1583157660000,1718.088,0
1583157720000,1782.249,0
1583157780000,1729.265,0
1583157840000,1945.829,0
1583157900000,2030.736,0
1583157960000,1935.248,0
1583158020000,1831.534,0
1583158080000,1775.862,0
1583158140000,1693.47,0
1583158200000,1673.592,0
1583158260000,1856.824,0
1583158320000,1732.49,0
1583158380000,1745.606,0
1583158440000,1662.4260000000004,0
1583158500000,1806.929,0
1583158560000,1656.047,0
1583158620000,1681.656,0
1583158680000,1742.66,0
1583158740000,1694.967,0
1583158800000,1616.656,0
1583158860000,1547.066,0
1583158920000,1519.1070000000002,0
1583158980000,1698.22,0
1583159040000,1682.503,0
1583159100000,1781.0929999999996,0
1583159160000,2003.536,0
1583159220000,1737.774,0
1583159280000,1713.671,0
1583159340000,1591.5220000000004,0
1583159400000,1654.97,0
1583159460000,1652.668,0
1583159520000,1749.171,0
1583159580000,1870.991,0
1583159640000,1764.354,0
1583159700000,1801.9,0
1583159760000,1774.985,0
1583159820000,1886.465,0
1583159880000,1891.452,0
1583159940000,2212.5170000000007,0
1583160000000,2088.286,0
1583160060000,2037.477,0
1583160120000,2005.808,0
1583160180000,1881.405,0
1583160240000,1845.776,0
1583160300000,1751.47,0
1583160360000,1778.3670000000004,0
1583160420000,1797.001,0
1583160480000,2007.526,0
1583160540000,1994.496,0
1583160600000,1834.284,0
1583160660000,1668.625,0
1583160720000,1796.681,0
1583160780000,1768.6070000000002,0
1583160840000,1649.871,0
1583160900000,1608.583,0
1583160960000,1547.369,0
1583161020000,1768.901,0
1583161080000,1964.841,0
1583161140000,1843.532,0
1583161200000,1938.431,0
1583161260000,2253.51,0
1583161320000,2139.712,0
1583161380000,2151.9410000000007,0
1583161440000,2035.841,0
1583161500000,2118.478,0
1583161560000,2273.382,0
1583161620000,2263.193,0
1583161680000,2456.899,0
1583161740000,2242.075,0
1583161800000,1965.382,0
1583161860000,2161.387,0
1583161920000,2050.756,0
1583161980000,2199.883,0
1583162040000,2148.589,0
1583162100000,2222.607,0
1583162160000,2182.52,0
1583162220000,2192.607,0
1583162280000,2104.23,0
1583162340000,2211.024,0
1583162400000,1961.293,0
1583162460000,1884.877,0
1583162520000,1919.242,0
1583162580000,2127.427,0
1583162640000,2238.711,0
1583162700000,1934.901,0
1583162760000,2094.163,0
1583162820000,2008.527,0
1583162880000,2110.434,0
1583162940000,2016.449,0
1583163000000,2195.487,0
1583163060000,2162.993,0
1583163120000,2235.673,0
1583163180000,2232.859,0
1583163240000,2101.256,0
1583163300000,2359.729,0
1583163360000,2106.577,0
1583163420000,2295.341,0
1583163480000,2139.784,0
1583163540000,2039.085,0
1583163600000,2126.948,0
1583163660000,2278.97,0
1583163720000,2191.25,0
1583163780000,2350.259,0
1583163840000,2290.956,0
1583163900000,2272.298,0
1583163960000,2349.178,0
1583164020000,2184.385,0
1583164080000,2187.231,0
1583164140000,2150.703,0
1583164200000,2126.954,0
1583164260000,2384.993,0
1583164320000,2720.682,0
1583164380000,2423.701,0
1583164440000,2227.917,0
1583164500000,2061.051,0
1583164560000,2114.8,0
1583164620000,2140.907,0
1583164680000,2229.33,0
1583164740000,2275.507,0
1583164800000,2409.85,0
1583164860000,3045.98,0
1583164920000,2954.0959999999995,0
1583164980000,3560.548,0
1583165040000,3273.728,0
1583165100000,2995.725,0
1583165160000,3010.356,0
1583165220000,3354.0840000000007,0
1583165280000,3320.311,0
1583165340000,3104.7670000000007,0
1583165400000,3174.193,0
1583165460000,3172.289,0
1583165520000,2864.615,0
1583165580000,2799.752,0
1583165640000,2767.616,0
1583165700000,2589.219,0
1583165760000,2597.761,0
1583165820000,2317.04,0
1583165880000,2490.317,0
1583165940000,2607.475,0
1583166000000,3114.656,0
1583166060000,2570.383,0
1583166120000,2270.176,0
1583166180000,2541.627,0
1583166240000,2516.058,0
1583166300000,2282.908,0
1583166360000,2520.258,0
1583166420000,2245.18,0
1583166480000,2363.874,0
1583166540000,2434.393,0
1583166600000,2552.7470000000008,0
1583166660000,2516.11,0
1583166720000,2699.982,0
1583166780000,2833.795,0
1583166840000,2833.323,0
1583166900000,3184.469,0
1583166960000,2444.451,0
1583167020000,2453.308,0
1583167080000,2480.127,0
1583167140000,2600.919,0
1583167200000,2412.983,0
1583167260000,2521.483,0
1583167320000,2667.411,0
1583167380000,2659.365,0
1583167440000,2918.453,0
1583167500000,2882.783,0
1583167560000,2743.611,0
1583167620000,2659.82,0
1583167680000,2679.278,0
1583167740000,2794.617,0
1583167800000,2770.222,0
1583167860000,2738.396,0
1583167920000,2708.6040000000007,0
1583167980000,2507.458,0
1583168040000,2513.829,0
1583168100000,2557.638,0
1583168160000,2452.933,0
1583168220000,2609.145,0
1583168280000,2634.438,0
1583168340000,2371.196,0
1583168400000,2669.941,0
1583168460000,2797.164,0
1583168520000,2650.132,0
1583168580000,2657.431,0
1583168640000,2610.594,0
1583168700000,2763.769,0
1583168760000,2493.554,0
1583168820000,2855.082000000001,0
1583168880000,2723.7209999999995,0
1583168940000,2436.073,0
1583169000000,2475.992,0
1583169060000,2453.606,0
1583169120000,2506.461,0
1583169180000,2395.551,0
1583169240000,2513.056,0
1583169300000,2520.592,0
1583169360000,2379.12,0
1583169420000,2579.476,0
1583169480000,2747.822,0
1583169540000,2540.5660000000007,0
1583169600000,2440.7960000000007,0
1583169660000,2669.638,0
1583169720000,2646.061,0
1583169780000,2557.741,0
1583169840000,2392.106,0
1583169900000,2541.518,0
1583169960000,2512.436,0
1583170020000,2521.783,0
1583170080000,2957.371,0
1583170140000,2834.0370000000007,0
1583170200000,2636.417,0
1583170260000,2388.123,0
1583170320000,2762.027,0
1583170380000,2735.1740000000004,0
1583170440000,2757.331,0
1583170500000,2539.865,0
1583170560000,2763.072,0
1583170620000,2639.337,0
1583170680000,2357.962,0
1583170740000,2805.461,0
1583170800000,2565.85,0
1583170860000,2624.618,0
1583170920000,2514.81,0
1583170980000,2320.706,0
1583171040000,2464.702,0
1583171100000,2286.2270000000008,0
1583171160000,2479.55,0
1583171220000,2563.139,0
1583171280000,2777.9990000000007,0
1583171340000,2619.707000000001,0
1583171400000,2639.1740000000004,0
1583171460000,2404.821,0
1583171520000,2402.818,0
1583171580000,2355.049,0
1583171640000,2489.61,0
1583171700000,2237.327,0
1583171760000,2309.05,0
1583171820000,2406.779,0
1583171880000,2550.183,0
1583171940000,2505.31,0
1583172000000,2800.772,0
1583172060000,2774.886,0
1583172120000,2474.992,0
1583172180000,2630.6240000000007,0
1583172240000,2607.651,0
1583172300000,2419.403,0
1583172360000,2442.793,0
1583172420000,2512.252,0
1583172480000,2655.327,0
1583172540000,2663.786,0
1583172600000,2730.447,0
1583172660000,3090.076,0
1583172720000,3200.656,0
1583172780000,2650.1240000000007,0
1583172840000,2497.075,0
1583172900000,2426.263,0
1583172960000,2536.785,0
1583173020000,2900.103,0
1583173080000,2700.665,0
1583173140000,2208.1710000000007,0
1583173200000,2340.42,0
1583173260000,2586.272,0
1583173320000,2895.827,0
1583173380000,2516.118,0
1583173440000,2490.444,0
1583173500000,2485.327,0
1583173560000,2764.001,0
1583173620000,2669.098,0
1583173680000,2561.027,0
1583173740000,2553.969,0
1583173800000,2699.9240000000004,0
1583173860000,2530.328,0
1583173920000,2682.751,0
1583173980000,2750.402,0
1583174040000,2585.333,0
1583174100000,2685.388,0
1583174160000,2557.277,0
1583174220000,2602.514,0
1583174280000,2474.467,0
1583174340000,2462.711,0
1583174400000,2608.549,0
1583174460000,2614.771,0
1583174520000,2528.152,0
1583174580000,2651.19,0
1583174640000,2528.926,0
1583174700000,2312.098,0
1583174760000,2356.46,0
1583174820000,2647.2790000000005,0
1583174880000,2589.584,0
1583174940000,2450.419,0
1583175000000,2628.5,0
1583175060000,2552.289,0
1583175120000,2642.58,0
1583175180000,2754.607,0
1583175240000,2916.491,0
1583175300000,2649.2,0
1583175360000,2346.839,0
1583175420000,2341.011,0
1583175480000,2436.419,0
1583175540000,2537.718,0
1583175600000,2741.927,0
1583175660000,3161.618,0
1583175720000,3020.407,0
1583175780000,3110.288,0
1583175840000,3000.6740000000004,0
1583175900000,3028.427,0
1583175960000,3097.176,0
1583176020000,2866.492,0
1583176080000,2781.707000000001,0
1583176140000,2744.467,0
1583176200000,2617.357,0
1583176260000,2624.383,0
1583176320000,2885.776,0
1583176380000,2901.172,0
1583176440000,2939.313,0
1583176500000,2811.659,0
1583176560000,2827.991,0
1583176620000,2952.206,0
1583176680000,3050.324,0
1583176740000,2899.534,0
1583176800000,2901.595,0
1583176860000,2772.29,0
1583176920000,2821.786,0
1583176980000,2627.8920000000007,0
1583177040000,2853.123,0
1583177100000,2652.823,0
1583177160000,2892.958,0
1583177220000,2959.2490000000007,0
1583177280000,2863.822,0
1583177340000,2511.513,0
1583177400000,2808.562,0
1583177460000,2661.111,0
1583177520000,2711.902,0
1583177580000,2660.377,0
1583177640000,2883.368,0
1583177700000,2692.211,0
1583177760000,2443.664,0
1583177820000,2506.36,0
1583177880000,2743.857,0
1583177940000,2565.696,0
1583178000000,2625.441,0
1583178060000,2755.4790000000007,0
1583178120000,2797.17,0
1583178180000,2675.771,0
1583178240000,2611.28,0
1583178300000,2413.058,0
1583178360000,2593.334,0
1583178420000,2535.1,0
1583178480000,2879.208,0
1583178540000,3083.109000000001,0
1583178600000,2616.69,0
1583178660000,2667.04,0
1583178720000,2940.466,0
1583178780000,2776.761,0
1583178840000,2663.94,0
1583178900000,2574.8,0
1583178960000,2592.528,0
1583179020000,2734.1,0
1583179080000,2881.507,0
1583179140000,3046.4040000000005,0
1583179200000,3395.889,0
1583179260000,3272.02,0
1583179320000,3135.698,0
1583179380000,3171.76,0
1583179440000,3118.488,0
1583179500000,3008.8,0
1583179560000,3007.368,0
1583179620000,3075.106,0
1583179680000,3001.9790000000007,0
1583179740000,2966.4790000000007,0
1583179800000,3118.88,0
1583179860000,2864.951,0
1583179920000,2835.417,0
1583179980000,2936.67,0
1583180040000,3005.14,0
1583180100000,2779.109000000001,0
1583180160000,2783.402,0
1583180220000,3041.521,0
1583180280000,2794.182,0
1583180340000,2990.468,0
1583180400000,2911.446,0
1583180460000,3247.802,0
1583180520000,3129.682,0
1583180580000,3387.071,0
1583180640000,2969.26,0
1583180700000,3019.728,0
1583180760000,2678.377,0
1583180820000,2942.237,0
1583180880000,3184.875,0
1583180940000,3018.74,0
1583181000000,2723.67,0
1583181060000,2830.333,0
1583181120000,3081.914,0
1583181180000,2859.098,0
1583181240000,3048.276,0
1583181300000,3038.85,0
1583181360000,2965.051,0
1583181420000,2856.706,0
1583181480000,2866.1,0
1583181540000,2899.345,0
1583181600000,2879.4990000000007,0
1583181660000,2827.23,0
1583181720000,2847.0959999999995,0
1583181780000,2979.39,0
1583181840000,3065.42,0
1583181900000,2708.157,0
1583181960000,2725.307,0
1583182020000,2623.565,0
1583182080000,2978.5370000000007,0
1583182140000,2755.762,0
1583182200000,2535.385,0
1583182260000,2596.474,0
1583182320000,2509.207000000001,0
1583182380000,2691.494,0
1583182440000,2780.381,0
1583182500000,2423.656,0
1583182560000,2394.649,0
1583182620000,2729.713,0
1583182680000,2862.091,0
1583182740000,2756.461,0
1583182800000,2824.361,0
1583182860000,3040.458,0
1583182920000,2847.618,0
1583182980000,2759.7,0
1583183040000,2917.0959999999995,0
1583183100000,2936.991,0
1583183160000,2913.706,0
1583183220000,2799.09,0
1583183280000,2720.447,0
1583183340000,2922.218,0
1583183400000,2922.811,0
1583183460000,2959.538,0
1583183520000,2773.197,0
1583183580000,2955.942,0
1583183640000,2832.868,0
1583183700000,2942.045,0
1583183760000,2587.388,0
1583183820000,3066.6240000000007,0
1583183880000,2876.752,0
1583183940000,2708.611,0
1583184000000,2639.558,0
1583184060000,2863.5959999999995,0
1583184120000,2862.058,0
1583184180000,2790.013,0
1583184240000,2999.3140000000008,0
1583184300000,2981.895,0
1583184360000,2798.326,0
1583184420000,2465.496,0
1583184480000,2902.475,0
1583184540000,2697.4709999999995,0
1583184600000,2545.652,0
1583184660000,2586.4970000000008,0
1583184720000,2561.404,0
1583184780000,2595.508,0
1583184840000,2762.007,0
1583184900000,2953.271,0
1583184960000,2830.5290000000005,0
1583185020000,2595.776,0
1583185080000,2386.89,0
1583185140000,2521.938,0
1583185200000,2518.476,0
1583185260000,2735.1890000000008,0
1583185320000,2686.44,0
1583185380000,2610.292,0
1583185440000,2501.853,0
1583185500000,2713.323,0
1583185560000,2712.952,0
1583185620000,2522.998,0
1583185680000,2342.9970000000008,0
1583185740000,2668.973,0
1583185800000,2339.359,0
1583185860000,2471.074,0
1583185920000,2353.424,0
1583185980000,2034.679,0
1583186040000,2129.923,0
1583186100000,3077.605,0
1583186160000,2494.661,0
1583186220000,2387.008,0
1583186280000,2310.819,0
1583186340000,2165.395,0
1583186400000,2353.099,0
1583186460000,2917.57,0
1583186520000,2672.71,0
1583186580000,2533.904,0
1583186640000,2889.658,0
1583186700000,2600.809,0
1583186760000,2518.175,0
1583186820000,2560.53,0
1583186880000,2330.244,0
1583186940000,2023.391,0
1583187000000,2124.275,0
1583187060000,2285.299,0
1583187120000,2124.826,0
1583187180000,1929.971,0
1583187240000,1850.053,0
1583187300000,1905.219,0
1583187360000,2128.785,0
1583187420000,2501.578,0
1583187480000,2249.9410000000007,0
1583187540000,1940.823,0
1583187600000,2255.834,0
1583187660000,1867.983,0
1583187720000,1974.737,0
1583187780000,1969.554,0
1583187840000,1815.827,0
1583187900000,1684.3770000000004,0
1583187960000,1966.666,0
1583188020000,1952.855,0
1583188080000,1895.363,0
1583188140000,1982.594,0
1583188200000,1924.521,0
1583188260000,1866.902,0
1583188320000,2074.347,0
1583188380000,1911.99,0
1583188440000,2014.108,0
1583188500000,2053.879,0
1583188560000,1688.436,0
1583188620000,1761.148,0
1583188680000,1934.63,0
1583188740000,2028.494,0
1583188800000,1645.052,0
1583188860000,1770.058,0
1583188920000,1841.62,0
1583188980000,1613.4979999999996,0
1583189040000,1567.189,0
1583189100000,1567.852,0
1583189160000,1596.183,0
1583189220000,1601.7020000000002,0
1583189280000,1544.977,0
1583189340000,1577.338,0
1583189400000,1560.76,0
1583189460000,1409.25,0
1583189520000,1432.606,0
1583189580000,1283.315,0
1583189640000,1351.5279999999998,0
1583189700000,1426.609,0
1583189760000,1497.026,0
1583189820000,1378.549,0
1583189880000,1264.25,0
1583189940000,1571.5870000000002,0
1583190000000,1779.929,0
1583190060000,1800.6270000000004,0
1583190120000,1543.967,0
1583190180000,1698.917,0
1583190240000,1731.65,0
1583190300000,1705.92,0
1583190360000,1662.205,0
1583190420000,1621.981,0
1583190480000,1458.47,0
1583190540000,1439.4679999999996,0
1583190600000,1634.535,0
1583190660000,1661.178,0
1583190720000,1514.7679999999998,0
1583190780000,1488.219,0
1583190840000,1724.571,0
1583190900000,1457.35,0
1583190960000,1510.25,0
1583191020000,1642.2220000000002,0
1583191080000,1522.989,0
1583191140000,1379.609,0
1583191200000,1692.0970000000002,0
1583191260000,1797.973,0
1583191320000,1471.793,0
1583191380000,1599.098,0
1583191440000,1391.256,0
1583191500000,1387.0839999999996,0
1583191560000,1551.693,0
1583191620000,1447.257,0
1583191680000,1461.141,0
1583191740000,1470.1170000000004,0
1583191800000,1594.33,0
1583191860000,1672.991,0
1583191920000,1642.099,0
1583191980000,1536.4720000000002,0
1583192040000,1579.364,0
1583192100000,1489.572,0
1583192160000,1544.034,0
1583192220000,1434.476,0
1583192280000,1513.464,0
1583192340000,1448.8339999999996,0
1583192400000,1550.186,0
1583192460000,1579.841,0
1583192520000,1601.213,0
1583192580000,1607.044,0
1583192640000,1484.0970000000002,0
1583192700000,1379.3629999999996,0
1583192760000,1527.963,0
1583192820000,1496.829,0
1583192880000,1430.226,0
1583192940000,1432.622,0
1583193000000,1499.1989999999996,0
1583193060000,1453.987,0
1583193120000,1358.219,0
1583193180000,1518.7120000000002,0
1583193240000,1307.201,0
1583193300000,1381.546,0
1583193360000,1368.04,0
1583193420000,1345.2279999999996,0
1583193480000,1315.799,0
1583193540000,1523.108,0
1583193600000,1877.267,0
1583193660000,2255.55,0
1583193720000,2147.431,0
1583193780000,2221.151,0
1583193840000,2391.386,0
1583193900000,2065.177,0
1583193960000,1903.111,0
1583194020000,1508.422,0
1583194080000,1526.958,0
1583194140000,1456.1029999999996,0
1583194200000,1634.8929999999998,0
1583194260000,1556.706,0
1583194320000,1453.055,0
1583194380000,1438.6070000000002,0
1583194440000,1611.4029999999998,0
1583194500000,1547.7,0
1583194560000,1503.128,0
1583194620000,1451.114,0
1583194680000,1371.105,0
1583194740000,1408.621,0
1583194800000,1490.068,0
1583194860000,1489.0870000000002,0
1583194920000,1321.632,0
1583194980000,1524.947,0
1583195040000,1438.4979999999996,0
1583195100000,1688.0079999999996,0
1583195160000,1732.519,0
1583195220000,1369.388,0
1583195280000,1445.326,0
1583195340000,1414.8770000000004,0
1583195400000,1555.217,0
1583195460000,1470.276,0
1583195520000,1421.622,0
1583195580000,1431.761,0
1583195640000,1462.497,0
1583195700000,1504.626,0
1583195760000,1302.243,0
1583195820000,1190.549,0
1583195880000,1223.942,0
1583195940000,1274.39,0
1583196000000,1451.896,0
1583196060000,1291.879,0
1583196120000,1468.494,0
1583196180000,1262.001,0
1583196240000,1284.0739999999996,0
1583196300000,1363.796,0
1583196360000,1487.205,0
1583196420000,1206.629,0
1583196480000,1197.575,0
1583196540000,1179.457,0
1583196600000,1179.607,0
1583196660000,1114.511,0
1583196720000,1185.108,0
1583196780000,1180.056,0
1583196840000,1264.593,0
1583196900000,1260.4489999999996,0
1583196960000,1205.57,0
1583197020000,1237.886,0
1583197080000,1106.714,0
1583197140000,1198.771,0
1583197200000,1400.98,0
1583197260000,1587.78,0
1583197320000,1694.7520000000004,0
1583197380000,1708.5079999999996,0
1583197440000,1558.082,0
1583197500000,1529.614,0
1583197560000,1593.29,0
1583197620000,1634.396,0
1583197680000,1389.4679999999996,0
1583197740000,1196.802,0
1583197800000,1291.433,0
1583197860000,1360.516,0
1583197920000,1202.937,0
1583197980000,1235.988,0
1583198040000,1174.671,0
1583198100000,1218.819,0
1583198160000,1250.705,0
1583198220000,1535.901,0
1583198280000,1395.26,0
1583198340000,1223.974,0
1583198400000,1276.873,0
1583198460000,1395.4679999999996,0
1583198520000,1290.505,0
1583198580000,1371.766,0
1583198640000,1346.0179999999998,0
1583198700000,1507.792,0
1583198760000,1483.3570000000002,0
1583198820000,1234.577,0
1583198880000,1438.275,0
1583198940000,1809.953,0
1583199000000,1538.35,0
1583199060000,1442.1729999999998,0
1583199120000,1337.889,0
1583199180000,1303.985,0
1583199240000,1566.344,0
1583199300000,1640.2320000000002,0
1583199360000,1590.725,0
1583199420000,1376.38,0
1583199480000,1384.784,0
1583199540000,1314.29,0
1583199600000,1526.8829999999996,0
1583199660000,1313.073,0
1583199720000,1266.407,0
1583199780000,1278.908,0
1583199840000,1370.933,0
1583199900000,1587.763,0
1583199960000,1367.088,0
1583200020000,1283.456,0
1583200080000,1390.654,0
1583200140000,1483.604,0
1583200200000,1613.4779999999996,0
1583200260000,1825.996,0
1583200320000,1551.394,0
1583200380000,1555.3729999999996,0
1583200440000,1384.692,0
1583200500000,1432.674,0
1583200560000,1541.009,0
1583200620000,1381.076,0
1583200680000,1374.925,0
1583200740000,1422.078,0
1583200800000,1622.947,0
1583200860000,1937.062,0
1583200920000,2001.596,0
1583200980000,1818.255,0
1583201040000,1797.031,0
1583201100000,1746.434,0
1583201160000,1924.6,0
1583201220000,1660.3870000000004,0
1583201280000,1429.954,0
1583201340000,1348.095,0
1583201400000,1402.243,0
1583201460000,1261.623,0
1583201520000,1263.543,0
1583201580000,1263.0839999999996,0
1583201640000,1269.588,0
1583201700000,1203.53,0
1583201760000,1146.271,0
1583201820000,1425.105,0
1583201880000,1120.745,0
1583201940000,1330.312,0
1583202000000,1275.272,0
1583202060000,1189.329,0
1583202120000,1341.921,0
1583202180000,1461.626,0
1583202240000,1263.276,0
1583202300000,1367.91,0
1583202360000,1232.307,0
1583202420000,1125.645,0
1583202480000,1179.656,0
1583202540000,1389.266,0
1583202600000,1161.245,0
1583202660000,1314.6629999999998,0
1583202720000,1347.3339999999996,0
1583202780000,1473.442,0
1583202840000,1480.689,0
1583202900000,1296.616,0
1583202960000,1196.611,0
1583203020000,1216.646,0
