Store,Dept,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
1,1,2011-08-19,14689.24,89.94,3.554,,,,,,215.6693107,7.962,False
1,1,2011-08-26,14537.37,87.96,3.523,,,,,,215.7332258,7.962,False
1,1,2011-09-02,15277.27,87.83,3.533,,,,,,215.7971409,7.962,False
1,1,2011-09-09,17746.68,76.0,3.546,,,,,,215.861056,7.962,True
1,1,2011-09-16,18535.48,79.94,3.526,,,,,,216.0410526,7.962,False
1,1,2011-09-23,17859.3,75.8,3.467,,,,,,216.3758246,7.962,False
1,1,2011-09-30,18337.68,79.69,3.355,,,,,,216.7105965,7.962,False
1,1,2011-10-07,20797.58,69.31,3.285,,,,,,217.0453684,7.866,False
1,1,2011-10-14,23077.55,71.74,3.274,,,,,,217.3552733,7.866,False
1,1,2011-10-21,23351.8,63.71,3.353,,,,,,217.5159762,7.866,False
1,1,2011-10-28,31579.9,66.57,3.372,,,,,,217.6766791,7.866,False
1,1,2011-11-04,39886.06,54.98,3.332,,,,,,217.837382,7.866,False
1,1,2011-11-11,18689.54,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False
1,1,2011-11-18,19050.66,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False
1,1,2011-11-25,20911.25,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,True
1,1,2011-12-02,25293.49,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,False
1,1,2011-12-09,33305.92,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False
1,1,2011-12-16,45773.03,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,False
1,1,2011-12-23,46788.75,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,False
1,1,2011-12-30,23350.88,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,True
1,1,2012-01-06,16567.69,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False
1,1,2012-01-13,16894.4,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,False
1,1,2012-01-20,18365.1,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,False
1,1,2012-01-27,18378.16,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,1,2012-02-03,23510.49,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,1,2012-02-10,36988.49,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,True
1,1,2012-02-17,54060.1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,False
1,1,2012-02-24,20124.22,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,1,2012-03-02,20113.03,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,1,2012-03-09,21140.07,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False
1,1,2012-03-16,22366.88,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,False
1,1,2012-03-23,22107.7,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,1,2012-03-30,28952.86,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,1,2012-04-06,57592.12,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,False
1,1,2012-04-13,34684.21,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,1,2012-04-20,16976.19,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,False
1,1,2012-04-27,16347.6,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,False
1,1,2012-05-04,17147.44,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,1,2012-05-11,18164.2,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,False
1,1,2012-05-18,18517.79,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,False
1,1,2012-05-25,16963.55,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,1,2012-06-01,16065.49,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,1,2012-06-08,17666.0,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,1,2012-06-15,17558.82,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,False
1,1,2012-06-22,16633.41,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,False
1,1,2012-06-29,15722.82,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,1,2012-07-06,17823.37,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,False
1,1,2012-07-13,16566.18,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,False
1,1,2012-07-20,16348.06,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,False
1,1,2012-07-27,15731.18,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,False
1,1,2012-08-03,16628.31,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False
1,1,2012-08-10,16119.92,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False
1,1,2012-08-17,17330.7,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,False
1,1,2012-08-24,16286.4,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,False
1,1,2012-08-31,16680.24,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,False
1,1,2012-09-07,18322.37,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True
1,1,2012-09-14,19616.22,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,False
1,1,2012-09-21,19251.5,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,False
1,1,2012-09-28,18947.81,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,False
1,1,2012-10-05,21904.47,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,False
1,1,2012-10-12,22764.01,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,False
1,1,2012-10-19,24185.27,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,False
1,1,2012-10-26,27390.81,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,False
1,2,2010-02-05,50605.27,42.31,2.572,,,,,,211.0963582,8.106,False
1,2,2010-02-12,44682.74,38.51,2.548,,,,,,211.2421698,8.106,True
1,2,2010-02-19,47928.89,39.93,2.514,,,,,,211.2891429,8.106,False
1,2,2010-02-26,44292.87,46.63,2.561,,,,,,211.3196429,8.106,False
1,2,2010-03-05,48397.98,46.5,2.625,,,,,,211.3501429,8.106,False
1,2,2010-03-12,43751.94,57.79,2.667,,,,,,211.3806429,8.106,False
1,2,2010-03-19,43615.49,54.58,2.72,,,,,,211.215635,8.106,False
1,2,2010-03-26,41892.55,51.45,2.732,,,,,,211.0180424,8.106,False
1,2,2010-04-02,47450.5,62.27,2.719,,,,,,210.8204499,7.808,False
1,2,2010-04-09,46549.73,65.86,2.77,,,,,,210.6228574,7.808,False
1,2,2010-04-16,45025.02,66.32,2.808,,,,,,210.4887,7.808,False
1,2,2010-04-23,44418.11,64.84,2.795,,,,,,210.4391228,7.808,False
1,2,2010-04-30,45971.3,67.41,2.78,,,,,,210.3895456,7.808,False
1,2,2010-05-07,47903.01,72.55,2.835,,,,,,210.3399684,7.808,False
1,2,2010-05-14,43675.61,74.78,2.854,,,,,,210.3374261,7.808,False
1,2,2010-05-21,44319.15,76.44,2.826,,,,,,210.6170934,7.808,False
1,2,2010-05-28,44619.52,80.44,2.759,,,,,,210.8967606,7.808,False
1,2,2010-06-04,48754.47,80.69,2.705,,,,,,211.1764278,7.808,False
1,2,2010-06-11,47089.54,80.43,2.668,,,,,,211.4560951,7.808,False
1,2,2010-06-18,44428.71,84.11,2.637,,,,,,211.4537719,7.808,False
1,2,2010-06-25,45299.92,84.34,2.653,,,,,,211.3386526,7.808,False
1,2,2010-07-02,47077.72,80.91,2.669,,,,,,211.2235333,7.787,False
1,2,2010-07-09,46752.12,80.48,2.642,,,,,,211.108414,7.787,False
1,2,2010-07-16,44339.2,83.15,2.623,,,,,,211.1003854,7.787,False
1,2,2010-07-23,44763.33,83.36,2.608,,,,,,211.2351443,7.787,False
1,2,2010-07-30,45833.77,81.84,2.64,,,,,,211.3699032,7.787,False
1,2,2010-08-06,50031.73,87.16,2.627,,,,,,211.5046621,7.787,False
1,2,2010-08-13,45475.69,87.0,2.692,,,,,,211.6394211,7.787,False
1,2,2010-08-20,49754.17,86.65,2.664,,,,,,211.6033633,7.787,False
1,2,2010-08-27,49623.53,85.22,2.619,,,,,,211.5673056,7.787,False
1,2,2010-09-03,49015.05,81.21,2.577,,,,,,211.5312479,7.787,False
1,2,2010-09-10,45182.5,78.69,2.565,,,,,,211.4951902,7.787,True
1,2,2010-09-17,44681.64,82.11,2.582,,,,,,211.5224596,7.787,False
1,2,2010-09-24,42477.49,80.94,2.624,,,,,,211.5972246,7.787,False
1,2,2010-10-01,45829.02,71.89,2.603,,,,,,211.6719895,7.838,False
1,2,2010-10-08,46387.54,63.93,2.633,,,,,,211.7467544,7.838,False
1,2,2010-10-15,43110.79,67.18,2.72,,,,,,211.8137436,7.838,False
1,2,2010-10-22,42371.48,69.86,2.725,,,,,,211.8612937,7.838,False
1,2,2010-10-29,44081.33,69.64,2.716,,,,,,211.9088438,7.838,False
1,2,2010-11-05,46381.43,58.74,2.689,,,,,,211.9563939,7.838,False
1,2,2010-11-12,43194.49,59.61,2.728,,,,,,212.003944,7.838,False
1,2,2010-11-19,41443.25,51.41,2.771,,,,,,211.8896737,7.838,False
1,2,2010-11-26,45681.98,64.52,2.735,,,,,,211.7484333,7.838,True
1,2,2010-12-03,44405.02,49.27,2.708,,,,,,211.607193,7.838,False
1,2,2010-12-10,46955.82,46.33,2.843,,,,,,211.4659526,7.838,False
1,2,2010-12-17,49303.28,49.84,2.869,,,,,,211.4053124,7.838,False
1,2,2010-12-24,59889.32,52.33,2.886,,,,,,211.4051222,7.838,False
1,2,2010-12-31,35819.83,48.43,2.943,,,,,,211.4049321,7.838,True
1,2,2011-01-07,43202.29,48.27,2.976,,,,,,211.4047419,7.742,False
1,2,2011-01-14,39857.4,35.4,2.983,,,,,,211.4574109,7.742,False
1,2,2011-01-21,41596.99,44.04,3.016,,,,,,211.8272343,7.742,False
1,2,2011-01-28,41651.01,43.83,3.01,,,,,,212.1970577,7.742,False
1,2,2011-02-04,46829.12,42.27,2.989,,,,,,212.5668812,7.742,False
1,2,2011-02-11,47595.35,36.39,3.022,,,,,,212.9367046,7.742,True
1,2,2011-02-18,49202.06,57.36,3.045,,,,,,213.2478853,7.742,False
1,2,2011-02-25,46165.25,62.9,3.065,,,,,,213.535609,7.742,False
1,2,2011-03-04,53035.54,59.58,3.288,,,,,,213.8233327,7.742,False
1,2,2011-03-11,48465.72,53.56,3.459,,,,,,214.1110564,7.742,False
1,2,2011-03-18,45222.3,62.76,3.488,,,,,,214.3627114,7.742,False
1,2,2011-03-25,44293.54,69.97,3.473,,,,,,214.5999389,7.742,False
1,2,2011-04-01,46991.58,59.17,3.524,,,,,,214.8371664,7.682,False
1,2,2011-04-08,48501.79,67.84,3.622,,,,,,215.0743939,7.682,False
1,2,2011-04-15,44464.74,71.27,3.743,,,,,,215.2918561,7.682,False
1,2,2011-04-22,46544.56,72.99,3.807,,,,,,215.4599053,7.682,False
1,2,2011-04-29,43682.41,72.03,3.81,,,,,,215.6279544,7.682,False
1,2,2011-05-06,50139.92,64.61,3.906,,,,,,215.7960035,7.682,False
1,2,2011-05-13,44274.15,75.64,3.899,,,,,,215.9640526,7.682,False
1,2,2011-05-20,44302.11,67.63,3.907,,,,,,215.7339202,7.682,False
1,2,2011-05-27,45072.11,77.72,3.786,,,,,,215.5037878,7.682,False
1,2,2011-06-03,47844.27,83.0,3.699,,,,,,215.2736553,7.682,False
1,2,2011-06-10,46363.93,83.13,3.648,,,,,,215.0435229,7.682,False
1,2,2011-06-17,42939.63,86.41,3.637,,,,,,214.9980596,7.682,False
1,2,2011-06-24,42415.81,83.58,3.594,,,,,,215.0910982,7.682,False
1,2,2011-07-01,45247.74,85.55,3.524,,,,,,215.1841368,7.962,False
1,2,2011-07-08,44623.23,85.83,3.48,,,,,,215.2771754,7.962,False
1,2,2011-07-15,43260.96,88.54,3.575,,,,,,215.3611087,7.962,False
1,2,2011-07-22,45113.56,85.77,3.651,,,,,,215.4222784,7.962,False
1,2,2011-07-29,43191.02,86.83,3.682,,,,,,215.4834482,7.962,False
1,2,2011-08-05,49359.75,91.65,3.684,,,,,,215.544618,7.962,False
1,2,2011-08-12,45341.92,90.76,3.638,,,,,,215.6057878,7.962,False
1,2,2011-08-19,46391.12,89.94,3.554,,,,,,215.6693107,7.962,False
1,2,2011-08-26,47659.93,87.96,3.523,,,,,,215.7332258,7.962,False
1,2,2011-09-02,49419.75,87.83,3.533,,,,,,215.7971409,7.962,False
1,2,2011-09-09,43315.85,76.0,3.546,,,,,,215.861056,7.962,True
1,2,2011-09-16,42963.96,79.94,3.526,,,,,,216.0410526,7.962,False
1,2,2011-09-23,43390.94,75.8,3.467,,,,,,216.3758246,7.962,False
1,2,2011-09-30,46045.09,79.69,3.355,,,,,,216.7105965,7.962,False
1,2,2011-10-07,49880.69,69.31,3.285,,,,,,217.0453684,7.866,False
1,2,2011-10-14,43306.38,71.74,3.274,,,,,,217.3552733,7.866,False
1,2,2011-10-21,42487.67,63.71,3.353,,,,,,217.5159762,7.866,False
1,2,2011-10-28,41682.4,66.57,3.372,,,,,,217.6766791,7.866,False
1,2,2011-11-04,47313.62,54.98,3.332,,,,,,217.837382,7.866,False
1,2,2011-11-11,44936.47,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,False
1,2,2011-11-18,43997.78,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,False
1,2,2011-11-25,44259.59,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,True
1,2,2011-12-02,45928.14,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,False
1,2,2011-12-09,49357.43,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,False
1,2,2011-12-16,51137.42,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,False
1,2,2011-12-23,65615.36,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,False
1,2,2011-12-30,43539.94,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,True
1,2,2012-01-06,44481.38,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,False
1,2,2012-01-13,43353.09,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,False
1,2,2012-01-20,43753.43,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,False
1,2,2012-01-27,41556.23,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
1,2,2012-02-03,54322.24,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
1,2,2012-02-10,50581.06,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,True
1,2,2012-02-17,46085.47,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,False
1,2,2012-02-24,47080.12,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
1,2,2012-03-02,52608.51,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
1,2,2012-03-09,48563.69,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,False
1,2,2012-03-16,47346.32,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,False
1,2,2012-03-23,44796.03,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
1,2,2012-03-30,46529.68,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
1,2,2012-04-06,51805.88,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,False
1,2,2012-04-13,43991.18,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
1,2,2012-04-20,45561.85,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,False
1,2,2012-04-27,45456.23,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,False
1,2,2012-05-04,50501.3,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
1,2,2012-05-11,46717.76,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,False
1,2,2012-05-18,44411.23,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,False
1,2,2012-05-25,45817.07,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
1,2,2012-06-01,47425.29,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
1,2,2012-06-08,49439.58,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
1,2,2012-06-15,46637.48,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,False
1,2,2012-06-22,46075.0,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,False
1,2,2012-06-29,47629.14,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
1,2,2012-07-06,49771.92,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,False
1,2,2012-07-13,44411.95,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,False
1,2,2012-07-20,45108.22,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,False
1,2,2012-07-27,45008.22,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,False
1,2,2012-08-03,49424.06,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False
1,2,2012-08-10,46729.91,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,False
1,2,2012-08-17,46350.97,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,False
1,2,2012-08-24,44972.52,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,False
1,2,2012-08-31,50995.5,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,False
1,2,2012-09-07,47344.5,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,True
1,2,2012-09-14,44493.61,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,False
1,2,2012-09-21,43541.07,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,False
1,2,2012-09-28,45784.76,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,False
1,2,2012-10-05,48577.08,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,False
1,2,2012-10-12,42112.67,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,False
1,2,2012-10-19,42354.72,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,False
1,2,2012-10-26,43134.88,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,False
1,3,2010-02-05,13740.12,42.31,2.572,,,,,,211.0963582,8.106,False
1,3,2010-02-12,10887.84,38.51,2.548,,,,,,211.2421698,8.106,True
1,3,2010-02-19,11523.47,39.93,2.514,,,,,,211.2891429,8.106,False
1,3,2010-02-26,11135.17,46.63,2.561,,,,,,211.3196429,8.106,False
1,3,2010-03-05,12275.58,46.5,2.625,,,,,,211.3501429,8.106,False
1,3,2010-03-12,10123.45,57.79,2.667,,,,,,211.3806429,8.106,False
1,3,2010-03-19,9001.37,54.58,2.72,,,,,,211.215635,8.106,False
1,3,2010-03-26,10366.85,51.45,2.732,,,,,,211.0180424,8.106,False
1,3,2010-04-02,11157.08,62.27,2.719,,,,,,210.8204499,7.808,False
