Store,Dept,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,1,2012-04-20,22568.57,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
2,1,2012-04-27,22414.38,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,False
2,1,2012-05-04,22711.04,76.73,3.749,23731.47,,78.09,7931.42,4443.52,221.3095166,6.891,False
2,1,2012-05-11,25661.21,73.87,3.688,16519.5,,117.38,5131.02,3634.25,221.3632212,6.891,False
2,1,2012-05-18,25982.7,71.27,3.63,9262.12,,42.67,3694.8,4612.01,221.380331,6.891,False
2,1,2012-05-25,23561.25,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,False
2,1,2012-06-01,23076.47,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False
2,1,2012-06-08,24826.25,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False
2,1,2012-06-15,24016.43,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,221.4009901,6.891,False
2,1,2012-06-22,24155.67,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.4411622,6.891,False
2,1,2012-06-29,23580.74,86.32,3.286,8495.34,275.8,,1935.16,5686.13,221.4813343,6.891,False
2,1,2012-07-06,24052.7,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False
2,1,2012-07-13,23148.57,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False
2,1,2012-07-20,23813.13,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,False
2,1,2012-07-27,23025.51,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,False
2,1,2012-08-03,22851.99,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False
2,1,2012-08-10,23261.95,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False
2,1,2012-08-17,24793.54,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,False
2,1,2012-08-24,22839.77,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.565,False
2,1,2012-08-31,25343.45,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False
2,1,2012-09-07,25270.06,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True
2,1,2012-09-14,26435.2,75.88,3.717,8325.93,,37.32,1808.69,9314.55,222.2174395,6.565,False
2,1,2012-09-21,26303.04,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.4169362,6.565,False
2,1,2012-09-28,27159.07,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False
2,1,2012-10-05,30789.27,70.27,3.617,6037.76,,10.04,3027.37,3853.4,222.8159296,6.17,False
2,1,2012-10-12,34070.0,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,False
2,1,2012-10-19,35897.95,68.08,3.594,4461.89,,1.14,1579.67,2642.29,223.0598077,6.17,False
2,1,2012-10-26,41615.24,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
2,2,2012-01-06,64877.05,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False
2,2,2012-01-13,62505.79,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,False
2,2,2012-01-20,61438.15,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,False
2,2,2012-01-27,58151.34,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,False
2,2,2012-02-03,71322.01,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,False
2,2,2012-02-10,69165.6,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,True
2,2,2012-02-17,70027.01,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,False
2,2,2012-02-24,66451.66,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,False
2,2,2012-03-02,70768.55,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False
2,2,2012-03-09,66870.9,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False
2,2,2012-03-16,68851.41,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.8498468,7.057,False
2,2,2012-03-23,63447.81,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,False
2,2,2012-03-30,63778.8,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,False
2,2,2012-04-06,70382.23,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,False
2,2,2012-04-13,61390.48,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,False
2,2,2012-04-20,67363.12,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
2,2,2012-04-27,61562.95,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,False
2,2,2012-05-04,67046.93,76.73,3.749,23731.47,,78.09,7931.42,4443.52,221.3095166,6.891,False
2,2,2012-05-11,61750.11,73.87,3.688,16519.5,,117.38,5131.02,3634.25,221.3632212,6.891,False
2,2,2012-05-18,63948.19,71.27,3.63,9262.12,,42.67,3694.8,4612.01,221.380331,6.891,False
2,2,2012-05-25,66419.23,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,False
2,2,2012-06-01,64912.65,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False
2,2,2012-06-08,70841.55,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False
2,2,2012-06-15,66904.1,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,221.4009901,6.891,False
2,2,2012-06-22,68915.17,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.4411622,6.891,False
2,2,2012-06-29,66611.66,86.32,3.286,8495.34,275.8,,1935.16,5686.13,221.4813343,6.891,False
2,2,2012-07-06,70409.25,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False
2,2,2012-07-13,65225.27,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False
2,2,2012-07-20,65537.3,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,False
2,2,2012-07-27,66605.41,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,False
2,2,2012-08-03,69431.69,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False
2,2,2012-08-10,67146.39,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False
2,2,2012-08-17,68857.79,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,False
2,2,2012-08-24,68175.69,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.565,False
2,2,2012-08-31,72899.98,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False
2,2,2012-09-07,66273.96,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True
2,2,2012-09-14,63984.36,75.88,3.717,8325.93,,37.32,1808.69,9314.55,222.2174395,6.565,False
2,2,2012-09-21,66350.75,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.4169362,6.565,False
2,2,2012-09-28,61500.04,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False
2,2,2012-10-05,67497.08,70.27,3.617,6037.76,,10.04,3027.37,3853.4,222.8159296,6.17,False
2,2,2012-10-12,59664.89,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,False
2,2,2012-10-19,64137.69,68.08,3.594,4461.89,,1.14,1579.67,2642.29,223.0598077,6.17,False
2,2,2012-10-26,62475.44,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
2,5,2012-10-26,30891.9,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
